Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|12/01/2023|Vente|580900,00|6058|||B067|GRANGE NEUVE|1400|CHATILLON-SUR-CHALARONNE|01|93||B|1766||||||||||||0|1|Maison||170|6|AG||700
|||||||000001|04/01/2023|Vente en l'état futur d'achèvement|190000,00|||||||VALSERHONE|01|33||AB|483||46||||||||||1||||||||
|||||||000001|04/01/2023|Vente en l'état futur d'achèvement|190000,00|||||||VALSERHONE|01|33||AB|483||80||||||||||1||||||||
|||||||000001|04/01/2023|Vente en l'état futur d'achèvement|190000,00|||||||VALSERHONE|01|33||AB|483||15||||||||||1||||||||
|||||||000001|14/01/2023|Vente|185000,00|25||RUE|0740|JEAN DONIER|1100|OYONNAX|01|283||AL|6||||||||||||0|1|Maison||72|4|S||252
|||||||000001|14/01/2023|Vente|185000,00|||RUE|0740|JEAN DONIER|1100|OYONNAX|01|283||AL|230||||||||||||0||||||S||53
|||||||000002|04/01/2023|Vente|292000,00|14||RUE|0040|DES BARONS|1300|BELLEY|01|34||AK|327||||||||||||0|3|Dépendance||0|0|S||236
|||||||000002|04/01/2023|Vente|292000,00|14||RUE|0040|DES BARONS|1300|BELLEY|01|34||AK|327||||||||||||0|2|Appartement||95|3|S||236
|||||||000002|04/01/2023|Vente|292000,00|14||RUE|0040|DES BARONS|1300|BELLEY|01|34||AK|327||||||||||||0|3|Dépendance||0|0|S||236
|||||||000002|04/01/2023|Vente|292000,00|14||RUE|0040|DES BARONS|1300|BELLEY|01|34||AK|327||||||||||||0|2|Appartement||78|3|S||236
|||||||000003|03/01/2023|Vente|65000,00|169||CHE|0470|DE LA TREDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1125||||||||||||0||||||S||29
|||||||000003|03/01/2023|Vente|65000,00|153||RTE|0471|DE LA TREDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1129||||||||||||0|2|Appartement||70|3|S||36
|||||||000003|03/01/2023|Vente|65000,00|153||RTE|0471|DE LA TREDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1129||||||||||||0|2|Appartement||72|3|S||36
|||||||000003|03/01/2023|Vente|65000,00|169||CHE|0470|DE LA TREDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1131||||||||||||0||||||S||5
|||||||000003|03/01/2023|Vente|65000,00||||B133|LA TRIDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1132||||||||||||0||||||AG||110
|||||||000003|03/01/2023|Vente|65000,00||||B133|LA TRIDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1135||||||||||||0||||||AG||35
|||||||000003|03/01/2023|Vente|65000,00||||B133|LA TRIDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1137||||||||||||0||||||S||1
|||||||000003|03/01/2023|Vente|65000,00||||B133|LA TRIDONNIERE|1400|CHATILLON-SUR-CHALARONNE|01|93||A|1138||||||||||||0||||||S||132
|||||||000001|04/01/2023|Vente|35000,00|50||IMP|0321|DES MESANGES|1190|PONT-DE-VAUX|01|305||AH|273||||||||||||0|3|Dépendance||0|0|S||1059
|||||||000001|04/01/2023|Vente|35000,00|50||IMP|0321|DES MESANGES|1190|PONT-DE-VAUX|01|305||AH|273||||||||||||0|1|Maison||89|4|S||1059
|||||||000001|03/01/2023|Vente|350000,00||||B035|GRAND CHAMP|1550|POUGNY|01|308||A|591||||||||||||0||||||T||6920
|||||||000001|03/01/2023|Vente|350000,00|1074||RTE|0020|DE CHALLEX|1550|POUGNY|01|308||A|626||||||||||||0|1|Maison||148|4|S||1468
|||||||000001|11/01/2023|Vente|129000,00||||B088|LA LAITERIE|1480|VILLENEUVE|01|446||ZI|479||||||||||||0||||||AB||300
|||||||000001|09/01/2023|Vente|110000,00|133||RUE|0008|DES ALINIERES|1470|SEILLONNAZ|01|400||A|488||||||||||||0|1|Maison||126|6|S||1002
|||||||000001|13/01/2023|Vente|155000,00|8||RUE|0390|JEAN JAURES|1500|AMBERIEU-EN-BUGEY|01|4||BS|210||||||||||||0|1|Maison||45|3|S||305
|||||||000001|11/01/2023|Vente|208500,00|5254|||B054|MONT ROCHON|1160|PONT-D AIN|01|304||A|815||||||||||||0|1|Maison||116|4|S||1366
|||||||000001|05/01/2023|Vente|660000,00||||B007|EN BEUDET|1550|FARGES|01|158||B|764||||||||||||0||||||P||132
|||||||000001|05/01/2023|Vente|660000,00|632||RTE|0030|DU COL DU SAC|1550|FARGES|01|158||B|765||||||||||||0|1|Maison||180|7|P||1035
|||||||000001|05/01/2023|Vente|660000,00|632||RTE|0030|DU COL DU SAC|1550|FARGES|01|158||B|765||||||||||||0|1|Maison||180|7|S||430
|||||||000001|05/01/2023|Vente en l'état futur d'achèvement|195285,00||||B044|COLLONGES|1550|COLLONGES|01|109||F|129||80||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2023|Vente en l'état futur d'achèvement|195285,00||||B044|COLLONGES|1550|COLLONGES|01|109||F|129||52||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2023|Vente en l'état futur d'achèvement|195285,00||||B044|COLLONGES|1550|COLLONGES|01|109||F|129||34||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2023|Vente en l'état futur d'achèvement|195285,00||||B044|COLLONGES|1550|COLLONGES|01|109||F|129||110||||||||||1|2|Appartement||45|2|||
|||||||000001|04/01/2023|Vente en l'état futur d'achèvement|236000,00|||RUE|0490|DE LA REPUBLIQUE|1200|VALSERHONE|01|33||AL|260||31||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2023|Vente en l'état futur d'achèvement|236000,00|||RUE|0490|DE LA REPUBLIQUE|1200|VALSERHONE|01|33||AL|260||66||||||||||1|2|Appartement||66|3|||
|||||||000001|18/01/2023|Vente|1000,00||||B004|BLETTERET|1160|PONT-D AIN|01|304||B|392||||||||||||0||||||BT||1025
|||||||000001|18/01/2023|Vente|1000,00||||B004|BLETTERET|1160|PONT-D AIN|01|304||B|394||||||||||||0||||||BT||140
|||||||000001|18/01/2023|Vente|1000,00||||B004|BLETTERET|1160|PONT-D AIN|01|304||B|395||||||||||||0||||||T||1659
|||||||000001|18/01/2023|Vente|1000,00||||B004|BLETTERET|1160|PONT-D AIN|01|304||B|396||||||||||||0||||||BT||226
|||||||000001|05/01/2023|Vente|259550,00|43|||B192|COUR DES MIRACLES|1550|COLLONGES|01|109||F|877||3||6|80,30|||||||2|2|Appartement||88|3|||
|||||||000001|05/01/2023|Vente|259550,00|43|||B192|COUR DES MIRACLES|1550|COLLONGES|01|109||F|877||3||6|80,30|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2023|Vente|89000,00|15||AV|2390|DE LYON|1000|BOURG-EN-BRESSE|01|53||AK|82||11||33|55,14|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2023|Vente|89000,00|15||AV|2390|DE LYON|1000|BOURG-EN-BRESSE|01|53||AK|82||11||33|55,14|||||||2|2|Appartement||57|2|||
|||||||000001|19/01/2023|Vente|268000,00|42||RUE|0188|BLAISE PASCAL|1630|ST-GENIS-POUILLY|01|354||BH|184||30||43||98||||||3|2|Appartement||62|3|||
|||||||000001|19/01/2023|Vente|268000,00|42||RUE|0188|BLAISE PASCAL|1630|ST-GENIS-POUILLY|01|354||BH|184||30||43||98||||||3|3|Dépendance||0|0|||
|||||||000001|19/01/2023|Vente|268000,00|42||RUE|0188|BLAISE PASCAL|1630|ST-GENIS-POUILLY|01|354||BH|184||30||43||98||||||3|3|Dépendance||0|0|||
|||||||000001|11/01/2023|Vente|121000,00|7||RUE|2610|DES MARRONNIERS|1000|BOURG-EN-BRESSE|01|53||AD|739||92|31,77|||||||||1|2|Appartement||31|1|||
|||||||000001|05/01/2023|Vente|682580,00|11||RUE|0348|DES ETANGS|1800|MEXIMIEUX|01|244||A|903||||||||||||0|3|Dépendance||0|0|S||1306
|||||||000001|05/01/2023|Vente|682580,00|11||RUE|0348|DES ETANGS|1800|MEXIMIEUX|01|244||A|903||||||||||||0|1|Maison||212|6|S||1306
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|530||||||||||||0||||||S||179
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|532||||||||||||0||||||P||220
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|533||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|534||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|535||||||||||||0||||||P||65
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|536||||||||||||0||||||P||90
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|537||||||||||||0||||||P||81
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|539||||||||||||0||||||S||389
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|540||||||||||||0||||||S||65
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|541||||||||||||0||||||S||2
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|542||||||||||||0||||||S||98
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|543||||||||||||0||||||S||1
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|544||||||||||||0||||||S||2
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|545||||||||||||0||||||S||3
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|546||||||||||||0||||||S||1
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|547||||||||||||0||||||P||3
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|548||||||||||||0||||||P||1069
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|549||||||||||||0||||||P||227
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|550||||||||||||0||||||P||16
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|551||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|552||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|553||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|554||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|555||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|556||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|557||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|558||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|559||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|560||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|561||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|562||||||||||||0||||||P||4
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|563||||||||||||0||||||P||12
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|564||||||||||||0||||||P||11
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|565||||||||||||0||||||P||10
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|566||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|567||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|568||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|569||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|570||||||||||||0||||||P||1386
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|571||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|572||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|573||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|574||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|575||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|576||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|577||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|578||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|579||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|580||||||||||||0||||||P||12
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|581||||||||||||0||||||P||1
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|582||||||||||||0||||||P||373
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|583||||||||||||0||||||P||356
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|584||||||||||||0||||||P||329
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|585||||||||||||0||||||P||317
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|586||||||||||||0||||||P||310
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|587||||||||||||0||||||P||154
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|588||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|589||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|590||||||||||||0||||||P||480
|||||||000003|12/01/2023|Vente|1620000,00||||B034|VERSONNEX|1210|VERSONNEX|01|435||AE|591||||||||||||0||||||P||296
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|592||||||||||||0||||||BT||20
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|593||||||||||||0||||||BT||57
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|594||||||||||||0||||||BT||115
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|595||||||||||||0||||||P||191
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|596||||||||||||0||||||P||78
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|597||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|598||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|599||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|600||||||||||||0||||||P||140
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|601||||||||||||0||||||P||123
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|602||||||||||||0||||||P||46
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|603||||||||||||0||||||P||60
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|604||||||||||||0||||||P||87
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|605||||||||||||0||||||P||44
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|606||||||||||||0||||||P||119
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|607||||||||||||0||||||P||833
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|608||||||||||||0||||||P||194
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|609||||||||||||0||||||P||326
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|610||||||||||||0||||||P||1
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|611||||||||||||0||||||P||12
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|612||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|613||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|614||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|615||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|616||||||||||||0||||||P||13
|||||||000003|12/01/2023|Vente|1620000,00||||B024|PRE BERNARD|1210|VERSONNEX|01|435||AE|617||||||||||||0||||||P||17
|||||||000001|18/01/2023|Vente|195898,95|52||RUE|0570|DE SAVOIE|1360|LOYETTES|01|224||A|3330||||||||||||0|1|Maison||83|4|S||224
|||||||000001|10/01/2023|Vente|159000,00|10||IMP|0310|AUGUSTE PERRODIN|1000|BOURG-EN-BRESSE|01|53||AC|13||||||||||||0|1|Maison||73|3|S||616
|||||||000001|09/01/2023|Vente|240000,00|60||RUE|0260|MOZART|1000|SAINT-DENIS-LES-BOURG|01|344||AI|78||||||||||||0|1|Maison||96|5|S||696
|||||||000001|17/01/2023|Vente|1370000,00|4||BD|3760|VOLTAIRE|1000|BOURG-EN-BRESSE|01|53||AN|126||||||||||||0|4|Local industriel. commercial ou assimilé||50|0|S||1995
|||||||000001|17/01/2023|Vente|1370000,00|11||BD|2930|PAUL BERT|1000|BOURG-EN-BRESSE|01|53||AN|127||||||||||||0||||||S||183
|||||||000001|17/01/2023|Vente|1370000,00|6||BD|3760|VOLTAIRE|1000|BOURG-EN-BRESSE|01|53||AN|128||||||||||||0||||||S||418
|||||||000001|17/01/2023|Vente|1370000,00|3||RUE|0360|DE LA BASILIQUE|1000|BOURG-EN-BRESSE|01|53||AN|130||||||||||||0||||||AB||834
|||||||000001|17/01/2023|Vente|220000,00|16||AV|0030|VOLTAIRE|1210|FERNEY-VOLTAIRE|01|160||AI|619||78||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2023|Vente|220000,00|16||AV|0030|VOLTAIRE|1210|FERNEY-VOLTAIRE|01|160||AI|619||48|45,58|||||||||1|2|Appartement||56|2|||
|||||||000001|17/01/2023|Vente|220000,00|16||AV|0030|VOLTAIRE|1210|FERNEY-VOLTAIRE|01|160||AI|619||125||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2023|Vente|110241,00|71||RUE|0597|DE LA PLAINE|1120|MONTLUEL|01|262||AC|182||50||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2023|Vente|110241,00|71||RUE|0597|DE LA PLAINE|1120|MONTLUEL|01|262||AC|182||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2023|Vente|110241,00|71||RUE|0597|DE LA PLAINE|1120|MONTLUEL|01|262||AC|182||28||||||||||1|2|Appartement||88|4|||
|||||||000001|03/01/2023|Vente|55500,00||||B064|OZAN|1190|OZAN|01|284||A|1337||||||||||||0||||||AB||720
|||||||000002|05/01/2023|Vente|21750,00||||B029|IRIAT|1310|MONTRACOL|01|264||B|352||||||||||||0||||||T||10710
|||||||000002|05/01/2023|Vente|21750,00||||B029|IRIAT|1310|MONTRACOL|01|264||B|353||||||||||||0||||||P||7590
|||||||000002|05/01/2023|Vente|21750,00||||B029|IRIAT|1310|MONTRACOL|01|264||B|354||||||||||||0||||||P||15490
|||||||000002|05/01/2023|Vente|21750,00||||B029|IRIAT|1310|MONTRACOL|01|264||B|355||||||||||||0||||||BS||3000
|||||||000002|05/01/2023|Vente|21750,00||||B029|IRIAT|1310|MONTRACOL|01|264||B|1030||||||||||||0||||||S||3
|||||||000001|13/01/2023|Vente|389500,00|633||RUE|0471|DES PINS|1390|TRAMOYES|01|424||A|1807||||||||||||0|1|Maison||87|4|S||246
|||||||000001|17/01/2023|Vente|179000,00||||B103|VERNAYE|1560|LESCHEROUX|01|212||E|166||||||||||||0||||||T||1620
|||||||000001|17/01/2023|Vente|179000,00||||B103|VERNAYE|1560|LESCHEROUX|01|212||E|638||||||||||||0||||||S||83
|||||||000001|17/01/2023|Vente|179000,00|890||RTE|0210|DE ST NIZIER|1560|LESCHEROUX|01|212||E|990||||||||||||0|1|Maison||123|5|S||1937
|||||||000001|17/01/2023|Vente|179000,00||||B103|VERNAYE|1560|LESCHEROUX|01|212||E|998||||||||||||0||||||S||199
|||||||000001|09/01/2023|Vente|60,00||||B106|LE GRAND ESSERT|1410|CHEZERY-FORENS|01|104||H|658||||||||||||0||||||P||219
|||||||000001|09/01/2023|Vente|60,00||||B106|LE GRAND ESSERT|1410|CHEZERY-FORENS|01|104||H|659||||||||||||0||||||T||42
|||||||000001|11/01/2023|Vente|230000,00|39||RUE|0290|DE LA MAIRIE|1330|AMBERIEUX-EN-DOMBES|01|5||AD|45||62||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2023|Vente|230000,00|39||RUE|0290|DE LA MAIRIE|1330|AMBERIEUX-EN-DOMBES|01|5||AD|45||104|97,70|||||||||1|2|Appartement||95|4|||
|||||||000003|09/01/2023|Vente|360000,00|626||RTE|0500|DE SAINT TRIVIER|1330|AMBERIEUX-EN-DOMBES|01|5||AA|110||||||||||||0|1|Maison||66|2|||
|||||||000003|09/01/2023|Vente|360000,00||||B016|LES BROSSES|1330|AMBERIEUX-EN-DOMBES|01|5||AA|114||||||||||||0||||||J||48
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|2|Appartement||54|2|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|2|Appartement||43|1|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|2|Appartement||30|4|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|4|Local industriel. commercial ou assimilé||49|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|4|Local industriel. commercial ou assimilé||50|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|2|Appartement||22|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|3|Dépendance||0|0|S||152
|||||||000001|03/01/2023|Vente|200000,00|158||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|672||||||||||||0|4|Local industriel. commercial ou assimilé||47|0|S||152
|||||||000001|11/01/2023|Vente|420639,00|19|G|RUE|0130|DE LA FONT BENITE|1600|REYRIEUX|01|322||AM|780||||||||||||0|1|Maison||98|4|S||155
